,id,name,date,gmap_score,hystreet_score,cycle_score
974,09183,Mühldorf am Inn,2020-03-17,0.32,0.65,0.34
975,09183,Mühldorf am Inn,2020-03-18,0.39,0.81,0.2
976,09183,Mühldorf am Inn,2020-03-19,0.77,0.55,0.48
977,09183,Mühldorf am Inn,2020-03-20,0.97,0.82,0.8
978,09183,Mühldorf am Inn,2020-03-21,0.65,0.33,0.17
979,09183,Mühldorf am Inn,2020-03-22,0.82,0.45,0.36
980,09162,München,2020-03-13,0.32,0.21,0.63
981,09162,München,2020-03-14,0.04,0.95,0.81
982,09162,München,2020-03-15,0.68,0.7,0.12
983,09162,München,2020-03-16,0.11,0.03,0.94
984,09162,München,2020-03-17,0.15,0.0,0.64
985,09162,München,2020-03-18,0.71,0.09,0.07
986,09162,München,2020-03-19,0.8,0.3,0.06
987,09162,München,2020-03-20,0.44,0.48,0.9
988,09162,München,2020-03-21,0.03,0.16,0.55
989,09162,München,2020-03-22,0.46,0.42,0.95
990,09184,München,2020-03-13,0.09,0.0,0.05
991,09184,München,2020-03-14,0.62,0.42,0.23
992,09184,München,2020-03-15,0.61,0.27,0.24
993,09184,München,2020-03-16,0.19,0.53,0.59
994,09184,München,2020-03-17,0.76,1.0,0.39
995,09184,München,2020-03-18,0.21,0.61,0.7
996,09184,München,2020-03-19,0.03,0.86,0.54
997,09184,München,2020-03-20,0.12,0.76,0.92
998,09184,München,2020-03-21,0.81,0.75,0.0
999,09184,München,2020-03-22,0.82,0.21,0.14
1000,09677,Main-Spessart,2020-03-13,0.78,0.7,0.22
1001,09677,Main-Spessart,2020-03-14,0.73,0.4,0.55
1002,09677,Main-Spessart,2020-03-15,0.15,0.15,0.51
1003,09677,Main-Spessart,2020-03-16,0.96,0.69,0.6
1004,09677,Main-Spessart,2020-03-17,0.93,0.74,0.5
1005,09677,Main-Spessart,2020-03-18,0.12,0.91,0.71
1006,09677,Main-Spessart,2020-03-19,0.94,0.67,0.11
1007,09677,Main-Spessart,2020-03-20,0.35,0.43,0.97
1008,09677,Main-Spessart,2020-03-21,0.94,0.36,0.94
1009,09677,Main-Spessart,2020-03-22,0.58,0.52,0.27
1010,09764,Memmingen,2020-03-13,0.91,0.82,0.16
1011,09764,Memmingen,2020-03-14,0.51,0.24,0.73
1012,09764,Memmingen,2020-03-15,0.63,0.07,0.24
1013,09764,Memmingen,2020-03-16,0.65,0.66,0.31
1014,09764,Memmingen,2020-03-17,0.92,0.04,0.71
1015,09764,Memmingen,2020-03-18,0.53,0.15,0.78
1016,09764,Memmingen,2020-03-19,0.39,0.14,0.37
1017,09764,Memmingen,2020-03-20,0.18,0.53,0.21
1018,09764,Memmingen,2020-03-21,0.59,0.75,0.06
1019,09764,Memmingen,2020-03-22,0.95,0.56,0.03
1020,09182,Miesbach,2020-03-13,0.67,0.63,0.49
1021,09182,Miesbach,2020-03-14,0.04,0.37,0.16
1022,09182,Miesbach,2020-03-15,0.03,0.36,0.81
1023,09182,Miesbach,2020-03-16,0.1,0.66,0.17
1024,09182,Miesbach,2020-03-17,0.13,0.57,0.28
1025,09182,Miesbach,2020-03-18,0.62,0.21,0.82
1026,09182,Miesbach,2020-03-19,0.69,0.89,0.7
1027,09182,Miesbach,2020-03-20,0.39,0.55,0.36
1028,09182,Miesbach,2020-03-21,0.85,0.24,0.6
1029,09182,Miesbach,2020-03-22,0.24,0.74,0.85
1030,09676,Miltenberg,2020-03-13,0.6,0.05,0.55
1031,09676,Miltenberg,2020-03-14,0.3,0.09,0.84
1032,09676,Miltenberg,2020-03-15,0.33,0.35,0.42
1033,09676,Miltenberg,2020-03-16,0.56,0.85,0.36
1034,09676,Miltenberg,2020-03-17,0.88,0.16,0.77
1035,09676,Miltenberg,2020-03-18,0.11,0.1,0.14
1036,09676,Miltenberg,2020-03-19,0.62,0.85,0.61
1037,09676,Miltenberg,2020-03-20,0.93,0.08,0.47
1038,09676,Miltenberg,2020-03-21,0.11,0.25,0.64
1039,09676,Miltenberg,2020-03-22,0.0,0.68,0.75
1040,09574,Nürnberger Land,2020-03-13,0.79,0.92,0.82
1041,09574,Nürnberger Land,2020-03-14,0.16,0.29,0.2
1042,09574,Nürnberger Land,2020-03-15,0.42,0.45,0.51
1043,09574,Nürnberger Land,2020-03-16,0.06,0.46,0.22
1044,09574,Nürnberger Land,2020-03-17,0.16,0.76,0.79
1045,09574,Nürnberger Land,2020-03-18,0.04,0.5,0.09
1046,09574,Nürnberger Land,2020-03-19,0.4,0.88,0.76
1047,09574,Nürnberger Land,2020-03-20,0.97,0.67,0.71
1048,09574,Nürnberger Land,2020-03-21,0.88,0.02,0.09
1049,09574,Nürnberger Land,2020-03-22,0.69,0.31,0.57
1050,09564,Nürnberg,2020-03-13,0.25,0.72,0.48
1051,09564,Nürnberg,2020-03-14,0.6,0.37,0.64
1052,09564,Nürnberg,2020-03-15,0.93,0.1,0.4
1053,09564,Nürnberg,2020-03-16,0.26,0.81,0.1
1054,09564,Nürnberg,2020-03-17,0.08,0.33,0.86
1055,09564,Nürnberg,2020-03-18,0.59,0.23,0.69
1056,09564,Nürnberg,2020-03-19,0.99,0.89,0.17
1057,09564,Nürnberg,2020-03-20,0.9,0.17,0.67
1058,09564,Nürnberg,2020-03-21,0.9,0.82,0.28
1059,09564,Nürnberg,2020-03-22,0.23,0.52,0.9
1060,09775,Neu-Ulm,2020-03-13,0.1,0.66,0.68
1061,09775,Neu-Ulm,2020-03-14,0.72,0.59,0.6
1062,09775,Neu-Ulm,2020-03-15,0.83,0.99,0.23
1063,09775,Neu-Ulm,2020-03-16,0.43,0.07,0.2
1064,09775,Neu-Ulm,2020-03-17,0.75,0.83,0.09
1065,09775,Neu-Ulm,2020-03-18,0.85,0.85,0.56
1066,09775,Neu-Ulm,2020-03-19,0.34,0.23,0.98
1067,09775,Neu-Ulm,2020-03-20,0.06,0.3,0.31
1068,09775,Neu-Ulm,2020-03-21,0.04,0.07,0.33
1069,09775,Neu-Ulm,2020-03-22,0.27,0.15,0.19
1070,09185,Neuburg-Schrobenhausen,2020-03-13,0.45,0.98,0.18
1071,09185,Neuburg-Schrobenhausen,2020-03-14,0.11,0.06,0.3
1072,09185,Neuburg-Schrobenhausen,2020-03-15,0.41,0.12,0.22
1073,09185,Neuburg-Schrobenhausen,2020-03-16,0.16,0.29,0.07
1074,09185,Neuburg-Schrobenhausen,2020-03-17,0.52,0.96,0.6
1075,09185,Neuburg-Schrobenhausen,2020-03-18,0.75,0.41,0.54
1076,09185,Neuburg-Schrobenhausen,2020-03-19,0.05,0.93,0.21
1077,09185,Neuburg-Schrobenhausen,2020-03-20,0.96,0.9,0.86
1078,09185,Neuburg-Schrobenhausen,2020-03-21,0.92,0.98,0.94
1079,09185,Neuburg-Schrobenhausen,2020-03-22,0.28,0.85,0.42
1080,09373,Neumarkt in der Oberpfalz,2020-03-13,0.13,0.48,0.99
1081,09373,Neumarkt in der Oberpfalz,2020-03-14,0.58,0.34,0.03
1082,09373,Neumarkt in der Oberpfalz,2020-03-15,0.12,0.08,0.84
1083,09373,Neumarkt in der Oberpfalz,2020-03-16,0.21,0.19,0.89
1084,09373,Neumarkt in der Oberpfalz,2020-03-17,0.37,0.31,0.23
1085,09373,Neumarkt in der Oberpfalz,2020-03-18,0.78,0.93,0.0
1086,09373,Neumarkt in der Oberpfalz,2020-03-19,0.25,0.77,0.04
1087,09373,Neumarkt in der Oberpfalz,2020-03-20,0.45,0.78,0.58
1088,09373,Neumarkt in der Oberpfalz,2020-03-21,0.25,0.8,0.43
1089,09373,Neumarkt in der Oberpfalz,2020-03-22,0.65,0.98,0.39
1090,09575,Neustadt an der Aisch-Bad Windsheim,2020-03-13,0.88,0.47,0.39
1091,09575,Neustadt an der Aisch-Bad Windsheim,2020-03-14,0.7,0.33,0.42
1092,09575,Neustadt an der Aisch-Bad Windsheim,2020-03-15,0.67,0.26,0.44
1093,09575,Neustadt an der Aisch-Bad Windsheim,2020-03-16,0.11,0.42,0.08
1094,09575,Neustadt an der Aisch-Bad Windsheim,2020-03-17,0.12,0.39,0.26
1095,09575,Neustadt an der Aisch-Bad Windsheim,2020-03-18,0.04,0.58,0.84
1096,09575,Neustadt an der Aisch-Bad Windsheim,2020-03-19,0.89,0.69,0.48
1097,09575,Neustadt an der Aisch-Bad Windsheim,2020-03-20,0.95,0.19,0.12
1098,09575,Neustadt an der Aisch-Bad Windsheim,2020-03-21,0.08,0.74,0.89
1099,09575,Neustadt an der Aisch-Bad Windsheim,2020-03-22,0.26,0.58,0.08
1100,09374,Neustadt an der Waldnaab,2020-03-13,0.71,0.85,0.33
1101,09374,Neustadt an der Waldnaab,2020-03-14,0.62,0.11,0.56
1102,09374,Neustadt an der Waldnaab,2020-03-15,0.35,0.41,0.88
1103,09374,Neustadt an der Waldnaab,2020-03-16,0.08,0.04,0.92
1104,09374,Neustadt an der Waldnaab,2020-03-17,0.85,0.89,0.2
1105,09374,Neustadt an der Waldnaab,2020-03-18,0.16,0.26,0.8
1106,09374,Neustadt an der Waldnaab,2020-03-19,0.21,0.08,0.04
1107,09374,Neustadt an der Waldnaab,2020-03-20,0.02,0.31,0.98
1108,09374,Neustadt an der Waldnaab,2020-03-21,0.61,0.7,0.82
1109,09374,Neustadt an der Waldnaab,2020-03-22,0.87,0.78,0.89
1110,09780,Oberallgäu,2020-03-13,0.08,0.6,0.4
1111,09780,Oberallgäu,2020-03-14,0.55,0.7,0.74
1112,09780,Oberallgäu,2020-03-15,0.45,0.5,0.55
1113,09780,Oberallgäu,2020-03-16,0.19,0.82,0.06
1114,09780,Oberallgäu,2020-03-17,0.41,0.46,0.98
1115,09780,Oberallgäu,2020-03-18,0.22,0.62,0.62
1116,09780,Oberallgäu,2020-03-19,0.07,0.71,0.28
1117,09780,Oberallgäu,2020-03-20,0.13,0.97,0.28
1118,09780,Oberallgäu,2020-03-21,0.65,0.81,0.14
1119,09780,Oberallgäu,2020-03-22,0.78,0.61,0.63
1120,09777,Ostallgäu,2020-03-13,0.63,0.82,0.01
1121,09777,Ostallgäu,2020-03-14,0.03,0.12,0.96
1122,09777,Ostallgäu,2020-03-15,0.22,0.22,0.12
1123,09777,Ostallgäu,2020-03-16,0.17,0.33,0.66
1124,09777,Ostallgäu,2020-03-17,0.47,0.98,0.79
1125,09777,Ostallgäu,2020-03-18,0.73,0.47,0.77
1126,09777,Ostallgäu,2020-03-19,0.5,0.63,0.97
1127,09777,Ostallgäu,2020-03-20,0.58,0.74,0.75
1128,09777,Ostallgäu,2020-03-21,0.53,0.34,0.21
1129,09777,Ostallgäu,2020-03-22,0.45,0.48,0.0
1130,09262,Passau,2020-03-13,0.46,0.5,0.15
1131,09262,Passau,2020-03-14,0.28,0.9,0.53
1132,09262,Passau,2020-03-15,0.44,0.46,0.77
1133,09262,Passau,2020-03-16,0.75,0.25,0.16
1134,09262,Passau,2020-03-17,0.94,0.71,0.52
1135,09262,Passau,2020-03-18,0.57,0.65,0.03
1136,09262,Passau,2020-03-19,0.35,0.74,0.18
1137,09262,Passau,2020-03-20,0.04,0.13,0.93
1138,09262,Passau,2020-03-21,0.66,0.94,0.22
1139,09262,Passau,2020-03-22,0.27,0.95,0.37
1140,09275,Passau,2020-03-13,0.04,0.97,0.53
1141,09275,Passau,2020-03-14,0.0,0.77,0.22
1142,09275,Passau,2020-03-15,0.39,0.91,1.0
1143,09275,Passau,2020-03-16,0.14,0.39,0.28
1144,09275,Passau,2020-03-17,0.17,0.77,0.02
1145,09275,Passau,2020-03-18,0.62,0.75,0.01
1146,09275,Passau,2020-03-19,0.9,0.23,0.39
1147,09275,Passau,2020-03-20,0.55,0.57,0.77
1148,09275,Passau,2020-03-21,0.27,0.43,0.8
1149,09275,Passau,2020-03-22,0.91,0.84,0.16
1150,09186,Pfaffenhofen an der Ilm,2020-03-13,0.05,0.23,0.29
1151,09186,Pfaffenhofen an der Ilm,2020-03-14,0.63,0.4,0.86
1152,09186,Pfaffenhofen an der Ilm,2020-03-15,0.6,0.43,0.7
1153,09186,Pfaffenhofen an der Ilm,2020-03-16,0.27,0.44,0.63
1154,09186,Pfaffenhofen an der Ilm,2020-03-17,0.18,0.14,0.23
1155,09186,Pfaffenhofen an der Ilm,2020-03-18,0.37,0.26,0.48
1156,09186,Pfaffenhofen an der Ilm,2020-03-19,0.99,0.41,0.92
1157,09186,Pfaffenhofen an der Ilm,2020-03-20,0.98,0.67,0.43
1158,09186,Pfaffenhofen an der Ilm,2020-03-21,0.91,0.81,0.19
1159,09186,Pfaffenhofen an der Ilm,2020-03-22,0.02,0.98,0.74
1160,09276,Regen,2020-03-13,0.03,0.56,0.74
1161,09276,Regen,2020-03-14,0.89,0.99,0.51
1162,09276,Regen,2020-03-15,0.01,0.83,0.82
1163,09276,Regen,2020-03-16,0.65,0.63,0.81
1164,09276,Regen,2020-03-17,0.99,0.55,0.47
1165,09276,Regen,2020-03-18,0.79,0.89,0.66
1166,09276,Regen,2020-03-19,0.26,0.57,0.16
1167,09276,Regen,2020-03-20,0.22,0.1,0.86
1168,09276,Regen,2020-03-21,0.24,0.14,0.51
1169,09276,Regen,2020-03-22,0.04,0.09,0.55
1170,09362,Regensburg,2020-03-13,0.67,0.92,0.43
1171,09362,Regensburg,2020-03-14,0.46,0.28,0.3
1172,09362,Regensburg,2020-03-15,0.12,0.54,0.3
1173,09362,Regensburg,2020-03-16,0.76,0.68,0.01
1174,09362,Regensburg,2020-03-17,0.34,0.35,0.6
1175,09362,Regensburg,2020-03-18,0.06,0.64,0.59
1176,09362,Regensburg,2020-03-19,0.49,0.86,0.43
1177,09362,Regensburg,2020-03-20,0.04,0.92,0.71
1178,09362,Regensburg,2020-03-21,0.63,0.42,0.88
1179,09362,Regensburg,2020-03-22,0.76,0.32,0.36
1180,09375,Regensburg,2020-03-13,0.36,0.37,0.39
1181,09375,Regensburg,2020-03-14,0.55,0.21,0.42
1182,09375,Regensburg,2020-03-15,0.19,0.05,0.73
1183,09375,Regensburg,2020-03-16,0.49,0.58,0.06
1184,09375,Regensburg,2020-03-17,0.2,0.6,0.73
1185,09375,Regensburg,2020-03-18,0.41,0.2,0.59
1186,09375,Regensburg,2020-03-19,0.7,0.99,0.07
1187,09375,Regensburg,2020-03-20,0.34,0.72,0.91
1188,09375,Regensburg,2020-03-21,0.84,0.9,0.37
1189,09375,Regensburg,2020-03-22,0.35,0.45,0.0
1190,09673,Rhön-Grabfeld,2020-03-13,1.0,0.42,0.63
1191,09673,Rhön-Grabfeld,2020-03-14,0.44,0.98,0.45
1192,09673,Rhön-Grabfeld,2020-03-15,0.32,0.97,0.92
1193,09673,Rhön-Grabfeld,2020-03-16,0.49,0.65,0.65
1194,09673,Rhön-Grabfeld,2020-03-17,0.98,0.84,0.68
1195,09673,Rhön-Grabfeld,2020-03-18,0.81,0.17,0.01
1196,09673,Rhön-Grabfeld,2020-03-19,0.91,0.12,0.78
1197,09673,Rhön-Grabfeld,2020-03-20,0.82,0.49,1.0
1198,09673,Rhön-Grabfeld,2020-03-21,0.34,0.07,0.55
1199,09673,Rhön-Grabfeld,2020-03-22,0.81,0.09,0.48
1200,09163,Rosenheim,2020-03-13,0.18,0.05,0.75
1201,09163,Rosenheim,2020-03-14,0.68,0.63,0.61
1202,09163,Rosenheim,2020-03-15,0.86,0.43,0.65
1203,09163,Rosenheim,2020-03-16,0.09,0.75,0.04
1204,09163,Rosenheim,2020-03-17,0.19,0.33,0.34
1205,09163,Rosenheim,2020-03-18,0.06,0.63,0.04
1206,09163,Rosenheim,2020-03-19,0.62,0.29,0.17
1207,09163,Rosenheim,2020-03-20,0.32,0.39,0.62
1208,09163,Rosenheim,2020-03-21,0.16,0.23,0.98
1209,09163,Rosenheim,2020-03-22,0.98,0.08,0.12
1210,09187,Rosenheim,2020-03-13,0.06,0.39,0.14
1211,09187,Rosenheim,2020-03-14,0.48,0.36,0.18
1212,09187,Rosenheim,2020-03-15,0.26,0.85,0.31
1213,09187,Rosenheim,2020-03-16,0.92,0.05,0.83
1214,09187,Rosenheim,2020-03-17,0.44,0.11,0.8
1215,09187,Rosenheim,2020-03-18,0.79,0.91,0.72
1216,09187,Rosenheim,2020-03-19,0.45,0.98,0.18
1217,09187,Rosenheim,2020-03-20,0.95,0.25,0.82
1218,09187,Rosenheim,2020-03-21,0.19,0.11,0.92
1219,09187,Rosenheim,2020-03-22,0.09,0.16,0.06
1220,09576,Roth,2020-03-13,0.35,0.49,0.0
1221,09576,Roth,2020-03-14,0.49,0.44,0.15
1222,09576,Roth,2020-03-15,0.23,0.95,0.26
1223,09576,Roth,2020-03-16,0.43,0.66,0.98
1224,09576,Roth,2020-03-17,0.89,0.38,0.73
1225,09576,Roth,2020-03-18,0.04,0.42,0.06
1226,09576,Roth,2020-03-19,0.38,0.31,0.15
1227,09576,Roth,2020-03-20,0.82,0.61,0.56
1228,09576,Roth,2020-03-21,0.72,0.01,0.01
1229,09576,Roth,2020-03-22,0.36,0.83,0.75
1230,09277,Rottal-Inn,2020-03-13,0.76,0.41,0.09
1231,09277,Rottal-Inn,2020-03-14,0.85,0.55,0.46
1232,09277,Rottal-Inn,2020-03-15,0.77,0.34,0.99
1233,09277,Rottal-Inn,2020-03-16,0.66,0.79,0.58
1234,09277,Rottal-Inn,2020-03-17,0.59,0.16,0.96
1235,09277,Rottal-Inn,2020-03-18,0.53,0.56,0.66
1236,09277,Rottal-Inn,2020-03-19,0.09,0.02,0.93
1237,09277,Rottal-Inn,2020-03-20,0.07,0.49,0.59
1238,09277,Rottal-Inn,2020-03-21,0.91,0.78,0.86
1239,09277,Rottal-Inn,2020-03-22,0.79,0.27,0.4
1240,09565,Schwabach,2020-03-13,0.4,0.76,0.33
1241,09565,Schwabach,2020-03-14,0.14,0.44,0.15
1242,09565,Schwabach,2020-03-15,0.49,0.44,0.78
1243,09565,Schwabach,2020-03-16,0.6,0.25,0.17
1244,09565,Schwabach,2020-03-17,0.29,0.03,0.41
1245,09565,Schwabach,2020-03-18,0.99,0.67,0.89
1246,09565,Schwabach,2020-03-19,0.18,0.04,0.48
1247,09565,Schwabach,2020-03-20,0.65,0.98,0.08
1248,09565,Schwabach,2020-03-21,0.65,0.12,0.54
1249,09565,Schwabach,2020-03-22,0.85,0.08,0.48
1250,09376,Schwandorf,2020-03-13,0.63,0.17,0.25
1251,09376,Schwandorf,2020-03-14,0.08,0.88,0.47
1252,09376,Schwandorf,2020-03-15,0.79,0.67,0.58
1253,09376,Schwandorf,2020-03-16,0.73,0.41,0.38
1254,09376,Schwandorf,2020-03-17,0.77,0.68,0.69
1255,09376,Schwandorf,2020-03-18,0.36,0.84,0.95
1256,09376,Schwandorf,2020-03-19,0.76,0.93,0.31
1257,09376,Schwandorf,2020-03-20,0.06,0.73,0.68
1258,09376,Schwandorf,2020-03-21,0.72,0.93,0.55
1259,09376,Schwandorf,2020-03-22,0.8,0.34,0.46
1260,09662,Schweinfurt,2020-03-13,0.43,0.63,0.19
1261,09662,Schweinfurt,2020-03-14,0.82,0.1,0.97
1262,09662,Schweinfurt,2020-03-15,0.04,0.43,0.76
1263,09662,Schweinfurt,2020-03-16,0.28,0.62,0.75
1264,09662,Schweinfurt,2020-03-17,0.48,0.4,0.76
1265,09662,Schweinfurt,2020-03-18,0.04,0.67,0.76
1266,09662,Schweinfurt,2020-03-19,0.43,0.77,0.98
1267,09662,Schweinfurt,2020-03-20,0.03,0.97,0.48
1268,09662,Schweinfurt,2020-03-21,0.1,0.51,0.11
1269,09662,Schweinfurt,2020-03-22,0.01,0.79,0.28
1270,09678,Schweinfurt,2020-03-13,0.74,0.83,0.7
1271,09678,Schweinfurt,2020-03-14,0.51,0.9,0.69
1272,09678,Schweinfurt,2020-03-15,0.43,0.8,0.25
1273,09678,Schweinfurt,2020-03-16,0.94,0.04,0.5
1274,09678,Schweinfurt,2020-03-17,0.59,0.18,0.23
1275,09678,Schweinfurt,2020-03-18,0.6,0.92,0.53
1276,09678,Schweinfurt,2020-03-19,0.54,0.6,0.39
1277,09678,Schweinfurt,2020-03-20,0.29,0.45,0.42
1278,09678,Schweinfurt,2020-03-21,0.16,0.82,0.73
1279,09678,Schweinfurt,2020-03-22,0.58,0.86,0.03
1280,09188,Starnberg,2020-03-13,0.52,0.95,0.19
1281,09188,Starnberg,2020-03-14,0.53,0.11,0.25
1282,09188,Starnberg,2020-03-15,0.2,0.06,0.99
1283,09188,Starnberg,2020-03-16,0.28,0.11,0.35
1284,09188,Starnberg,2020-03-17,0.59,0.71,0.84
1285,09188,Starnberg,2020-03-18,0.4,0.1,0.42
1286,09188,Starnberg,2020-03-19,0.98,0.22,0.34
1287,09188,Starnberg,2020-03-20,0.89,0.58,0.58
1288,09188,Starnberg,2020-03-21,0.3,0.25,0.43
1289,09188,Starnberg,2020-03-22,0.88,0.74,0.92
1290,09278,Straubing-Bogen,2020-03-13,0.81,0.57,0.25
1291,09278,Straubing-Bogen,2020-03-14,0.12,0.46,0.36
1292,09278,Straubing-Bogen,2020-03-15,0.75,0.15,0.69
1293,09278,Straubing-Bogen,2020-03-16,0.68,0.6,0.91
1294,09278,Straubing-Bogen,2020-03-17,0.61,0.42,0.32
1295,09278,Straubing-Bogen,2020-03-18,0.53,0.94,0.36
1296,09278,Straubing-Bogen,2020-03-19,0.9,0.43,0.79
1297,09278,Straubing-Bogen,2020-03-20,0.18,0.15,0.83
1298,09278,Straubing-Bogen,2020-03-21,0.52,0.8,0.22
1299,09278,Straubing-Bogen,2020-03-22,0.83,0.52,0.01
1300,09263,Straubing,2020-03-13,0.46,0.34,0.59
1301,09263,Straubing,2020-03-14,0.17,0.94,0.93
1302,09263,Straubing,2020-03-15,0.3,0.07,0.57
1303,09263,Straubing,2020-03-16,0.72,0.07,0.23
1304,09263,Straubing,2020-03-17,0.83,0.12,0.54
1305,09263,Straubing,2020-03-18,0.48,0.13,0.66
1306,09263,Straubing,2020-03-19,0.67,0.8,0.28
1307,09263,Straubing,2020-03-20,0.46,0.89,0.78
1308,09263,Straubing,2020-03-21,0.85,0.08,0.6
1309,09263,Straubing,2020-03-22,0.83,0.12,0.65
1310,09377,Tirschenreuth,2020-03-13,0.92,0.72,0.22
1311,09377,Tirschenreuth,2020-03-14,0.62,0.58,0.05
1312,09377,Tirschenreuth,2020-03-15,0.89,0.74,0.04
1313,09377,Tirschenreuth,2020-03-16,0.45,0.15,0.98
1314,09377,Tirschenreuth,2020-03-17,0.82,0.98,0.12
1315,09377,Tirschenreuth,2020-03-18,0.36,0.94,0.45
1316,09377,Tirschenreuth,2020-03-19,0.01,0.04,0.63
1317,09377,Tirschenreuth,2020-03-20,0.72,0.38,0.93
1318,09377,Tirschenreuth,2020-03-21,0.51,0.27,0.88
1319,09377,Tirschenreuth,2020-03-22,0.64,0.2,0.58
1320,09189,Traunstein,2020-03-13,0.94,0.9,0.17
1321,09189,Traunstein,2020-03-14,0.03,0.74,0.18
1322,09189,Traunstein,2020-03-15,0.27,0.5,0.12
1323,09189,Traunstein,2020-03-16,0.47,0.82,0.08
1324,09189,Traunstein,2020-03-17,0.0,0.14,0.35
1325,09189,Traunstein,2020-03-18,0.12,0.92,0.62
1326,09189,Traunstein,2020-03-19,0.16,0.49,0.97
1327,09189,Traunstein,2020-03-20,0.09,0.05,0.95
1328,09189,Traunstein,2020-03-21,0.2,0.26,0.11
1329,09189,Traunstein,2020-03-22,0.06,0.14,0.19
1330,09778,Unterallgäu,2020-03-13,0.23,0.75,0.19
1331,09778,Unterallgäu,2020-03-14,0.77,0.64,0.17
1332,09778,Unterallgäu,2020-03-15,0.3,0.44,0.07
1333,09778,Unterallgäu,2020-03-16,0.12,0.77,0.03
1334,09778,Unterallgäu,2020-03-17,0.07,0.69,0.52
1335,09778,Unterallgäu,2020-03-18,1.0,0.77,0.48
1336,09778,Unterallgäu,2020-03-19,0.05,0.37,0.74
1337,09778,Unterallgäu,2020-03-20,0.74,0.16,0.15
1338,09778,Unterallgäu,2020-03-21,0.7,0.13,0.61
1339,09778,Unterallgäu,2020-03-22,0.84,0.03,0.23
1340,09663,Würzburg,2020-03-13,0.38,0.4,0.15
1341,09663,Würzburg,2020-03-14,0.11,0.24,0.35
1342,09663,Würzburg,2020-03-15,0.98,0.39,0.96
1343,09663,Würzburg,2020-03-16,0.55,0.85,0.91
1344,09663,Würzburg,2020-03-17,0.38,0.46,0.08
1345,09663,Würzburg,2020-03-18,0.81,0.16,0.15
1346,09663,Würzburg,2020-03-19,0.57,0.54,0.35
1347,09663,Würzburg,2020-03-20,0.51,0.45,0.5
1348,09663,Würzburg,2020-03-21,0.3,0.6,0.03
1349,09663,Würzburg,2020-03-22,0.09,0.84,0.04
1350,09679,Würzburg,2020-03-13,0.36,0.72,0.6
1351,09679,Würzburg,2020-03-14,0.61,0.04,0.29
1352,09679,Würzburg,2020-03-15,0.25,0.57,0.66
1353,09679,Würzburg,2020-03-16,0.38,0.1,0.82
1354,09679,Würzburg,2020-03-17,0.11,0.82,0.54
1355,09679,Würzburg,2020-03-18,0.5,0.39,0.08
1356,09679,Würzburg,2020-03-19,0.54,0.16,0.73
1357,09679,Würzburg,2020-03-20,0.68,0.38,0.62
1358,09679,Würzburg,2020-03-21,0.5,0.63,0.41
1359,09679,Würzburg,2020-03-22,0.51,0.87,0.88
1360,09577,Weißenburg-Gunzenhausen,2020-03-13,0.18,0.06,0.09
1361,09577,Weißenburg-Gunzenhausen,2020-03-14,0.68,0.52,0.86
1362,09577,Weißenburg-Gunzenhausen,2020-03-15,0.25,0.61,0.65
1363,09577,Weißenburg-Gunzenhausen,2020-03-16,0.8,0.86,0.39
1364,09577,Weißenburg-Gunzenhausen,2020-03-17,0.85,0.12,0.54
1365,09577,Weißenburg-Gunzenhausen,2020-03-18,0.23,0.94,0.89
1366,09577,Weißenburg-Gunzenhausen,2020-03-19,0.04,0.36,0.01
1367,09577,Weißenburg-Gunzenhausen,2020-03-20,0.84,0.14,0.7
1368,09577,Weißenburg-Gunzenhausen,2020-03-21,0.96,0.65,0.91
1369,09577,Weißenburg-Gunzenhausen,2020-03-22,0.04,0.51,0.41
1370,09363,Weiden in der Oberpfalz,2020-03-13,0.95,0.2,0.45
1371,09363,Weiden in der Oberpfalz,2020-03-14,0.51,0.12,0.51
1372,09363,Weiden in der Oberpfalz,2020-03-15,0.48,0.67,0.39
1373,09363,Weiden in der Oberpfalz,2020-03-16,0.12,0.47,0.8
1374,09363,Weiden in der Oberpfalz,2020-03-17,0.37,0.43,0.35
1375,09363,Weiden in der Oberpfalz,2020-03-18,0.9,0.55,0.65
1376,09363,Weiden in der Oberpfalz,2020-03-19,0.98,0.63,0.56
1377,09363,Weiden in der Oberpfalz,2020-03-20,0.53,0.42,0.82
1378,09363,Weiden in der Oberpfalz,2020-03-21,0.26,0.63,0.43
1379,09363,Weiden in der Oberpfalz,2020-03-22,0.79,0.86,0.44
1380,09190,Weilheim-Schongau,2020-03-13,0.75,0.86,0.82
1381,09190,Weilheim-Schongau,2020-03-14,0.66,0.86,0.22
1382,09190,Weilheim-Schongau,2020-03-15,0.06,0.74,0.99
1383,09190,Weilheim-Schongau,2020-03-16,0.42,0.33,0.53
1384,09190,Weilheim-Schongau,2020-03-17,0.27,0.41,0.15
1385,09190,Weilheim-Schongau,2020-03-18,0.98,0.35,0.47
1386,09190,Weilheim-Schongau,2020-03-19,0.54,0.16,0.38
1387,09190,Weilheim-Schongau,2020-03-20,0.36,0.13,0.32
1388,09190,Weilheim-Schongau,2020-03-21,0.49,0.93,0.68
1389,09190,Weilheim-Schongau,2020-03-22,0.63,0.29,0.05
1390,09479,Wunsiedel im Fichtelgebirge,2020-03-13,0.03,0.1,0.29
1391,09479,Wunsiedel im Fichtelgebirge,2020-03-14,0.2,0.9,0.14
